query,expected doc_ids,expected doc_num,returned doc_ids,returned doc_num,precision,recall
alas,Twelfth Night,38,Twelfth Night,3,1.00,0.08
,The Merry Wives of Windsor,,The Merchant of Venice
,Winter's Tale,,Romeo and Juliet
,As You Like It,,
,Cymbeline,,
,The Rape of Lucrece,,
,"The Tragedy of Hamlet, Prince of Denmark",,
,Troilus and Cressida,,
,All's Well That Ends Well,,
,Loves Labours Lost,,
,Venus and Adonis,,
,The Tempest,,
,The Life and Death of Julius Caesar,,
,Much Ado About Nothing,,
,King Lear,,
,The Life and Death of Richard the Third,,
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
art,The Life of King Henry the Eighth,41,The Life of King Henry the Eighth,40,1.00,0.98
,The Merry Wives of Windsor,,A Lover's Complaint
,Winter's Tale,,Much Ado About Nothing
,As You Like It,,The Taming of the Shrew
,Cymbeline,,Venus and Adonis
,The Rape of Lucrece,,The Tragedy of Macbeth
,"The Tragedy of Hamlet, Prince of Denmark",,The Merchant of Venice
,Troilus and Cressida,,The Life of King Henry the Fifth
,All's Well That Ends Well,,The Rape of Lucrece
,A Lover's Complaint,,The Tragedy of Coriolanus
,Loves Labours Lost,,Loves Labours Lost
,Venus and Adonis,,"The Tragedy of Hamlet, Prince of Denmark"
,The Tempest,,The Merry Wives of Windsor
,The Life and Death of Julius Caesar,,The Life and Death of Richard the Third
,Much Ado About Nothing,,A Midsummer Night's Dream
,King Lear,,"Pericles, Prince of Tyre"
,The Life and Death of Richard the Third,,All's Well That Ends Well
,Twelfth Night,,Antony and Cleopatra
,Two Gentlemen of Verona,,Twelfth Night
,The Tragedy of Macbeth,,The Tempest
,The First part of King Henry the Fourth,,The Third part of King Henry the Sixth
,The Life and Death of Richard the Second,,Two Gentlemen of Verona
,Titus Andronicus,,The Life and Death of Julius Caesar
,The Life and Death of King John,,Titus Andronicus
,"Othello, the Moore of Venice",,"Othello, the Moore of Venice"
,A FUNERAL ELEGY.,,The Comedy of Errors
,The Tragedy of Coriolanus,,The Life and Death of King John
,The Second part of King Henry the Fourth,,The Second part of King Henry the Sixth
,The Third part of King Henry the Sixth,,As You Like It
,Timon of Athens,,The First part of King Henry the Sixth
