query,expected doc_ids,expected doc_num,returned doc_ids,returned doc_num,precision,recall
alas,The Rape of Lucrece,38,The Rape of Lucrece,18,1.00,0.47
,The Merry Wives of Windsor,,"The Tragedy of Hamlet, Prince of Denmark"
,Winter's Tale,,King Lear
,As You Like It,,The First part of King Henry the Fourth
,Cymbeline,,The Life and Death of Richard the Second
,The Rape of Lucrece,,Timon of Athens
,"The Tragedy of Hamlet, Prince of Denmark",,The Life of King Henry the Eighth
,Troilus and Cressida,,The First part of King Henry the Sixth
,All's Well That Ends Well,,Cymbeline
,Loves Labours Lost,,The Tragedy of Macbeth
,Venus and Adonis,,Titus Andronicus
,The Tempest,,The Second part of King Henry the Fourth
,The Life and Death of Julius Caesar,,The Third part of King Henry the Sixth
,Much Ado About Nothing,,The Life and Death of Julius Caesar
,King Lear,,Measure for Measure
,The Life and Death of Richard the Third,,Much Ado About Nothing
,Twelfth Night,,The Life and Death of Richard the Third
,Two Gentlemen of Verona,,Winter's Tale
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
art,A Lover's Complaint,41,A Lover's Complaint,30,1.00,0.73
,The Merry Wives of Windsor,,The Life of King Henry the Eighth
,Winter's Tale,,Venus and Adonis
,As You Like It,,Much Ado About Nothing
,Cymbeline,,The Merchant of Venice
,The Rape of Lucrece,,The Life of King Henry the Fifth
,"The Tragedy of Hamlet, Prince of Denmark",,The Taming of the Shrew
,Troilus and Cressida,,The Tragedy of Coriolanus
,All's Well That Ends Well,,The Merry Wives of Windsor
,A Lover's Complaint,,The Rape of Lucrece
,Loves Labours Lost,,The Tragedy of Macbeth
,Venus and Adonis,,"The Tragedy of Hamlet, Prince of Denmark"
,The Tempest,,A Midsummer Night's Dream
,The Life and Death of Julius Caesar,,Antony and Cleopatra
,Much Ado About Nothing,,"Pericles, Prince of Tyre"
,King Lear,,All's Well That Ends Well
,The Life and Death of Richard the Third,,Loves Labours Lost
,Twelfth Night,,The Life and Death of Richard the Third
,Two Gentlemen of Verona,,Two Gentlemen of Verona
,The Tragedy of Macbeth,,The Life and Death of Julius Caesar
,The First part of King Henry the Fourth,,The Third part of King Henry the Sixth
,The Life and Death of Richard the Second,,Titus Andronicus
,Titus Andronicus,,"Othello, the Moore of Venice"
,The Life and Death of King John,,Twelfth Night
,"Othello, the Moore of Venice",,The Comedy of Errors
,A FUNERAL ELEGY.,,The Life and Death of King John
,The Tragedy of Coriolanus,,As You Like It
,The Second part of King Henry the Fourth,,Winter's Tale
,The Third part of King Henry the Sixth,,The Life and Death of Richard the Second
,Timon of Athens,,The First part of King Henry the Sixth
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
aye,The Life of King Henry the Fifth,39,The Life of King Henry the Fifth,27,0.96,0.67
,The Merry Wives of Windsor,,The Merry Wives of Windsor
,Winter's Tale,,As You Like It
,As You Like It,,The Rape of Lucrece
,Cymbeline,,A Lover's Complaint
,The Rape of Lucrece,,Loves Labours Lost
,"The Tragedy of Hamlet, Prince of Denmark",,The Life and Death of Julius Caesar
,Troilus and Cressida,,Much Ado About Nothing
,All's Well That Ends Well,,The Tragedy of Macbeth
,Loves Labours Lost,,The First part of King Henry the Fourth
,The Tempest,,Titus Andronicus
,The Life and Death of Julius Caesar,,The Second part of King Henry the Fourth
,Much Ado About Nothing,,Antony and Cleopatra
,King Lear,,The Life and Death of King John
,The Life and Death of Richard the Third,,The Tragedy of Coriolanus
,Twelfth Night,,The Life and Death of Richard the Third
,Two Gentlemen of Verona,,Timon of Athens
,The Tragedy of Macbeth,,Winter's Tale
,The First part of King Henry the Fourth,,"Pericles, Prince of Tyre"
,The Life and Death of Richard the Second,,The First part of King Henry the Sixth
,Titus Andronicus,,King Lear
,The Life and Death of King John,,Twelfth Night
,"Othello, the Moore of Venice",,The Second part of King Henry the Sixth
,A FUNERAL ELEGY.,,The Merchant of Venice
,The Tragedy of Coriolanus,,The Life of King Henry the Eighth
,The Second part of King Henry the Fourth,,The Tempest
,The Third part of King Henry the Sixth,,The Comedy of Errors
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
beseech,Venus and Adonis,36,Venus and Adonis,25,1.00,0.69
,The Merry Wives of Windsor,,Two Gentlemen of Verona
,Winter's Tale,,The Life and Death of King John
,As You Like It,,The Comedy of Errors
,Cymbeline,,The Life and Death of Julius Caesar
,"The Tragedy of Hamlet, Prince of Denmark",,A Midsummer Night's Dream
,Troilus and Cressida,,As You Like It
,All's Well That Ends Well,,The Taming of the Shrew
,A Lover's Complaint,,The Merry Wives of Windsor
,Loves Labours Lost,,The Tempest
,Venus and Adonis,,Much Ado About Nothing
,The Tempest,,Twelfth Night
,The Life and Death of Julius Caesar,,The First part of King Henry the Fourth
,Much Ado About Nothing,,The Second part of King Henry the Sixth
,King Lear,,The Life of King Henry the Eighth
,The Life and Death of Richard the Third,,Antony and Cleopatra
,Twelfth Night,,Timon of Athens
,Two Gentlemen of Verona,,The Life and Death of Richard the Second
,The First part of King Henry the Fourth,,The Merchant of Venice
,The Life and Death of Richard the Second,,"The Tragedy of Hamlet, Prince of Denmark"
,The Life and Death of King John,,Romeo and Juliet
,"Othello, the Moore of Venice",,Cymbeline
,The Tragedy of Coriolanus,,King Lear
,The Second part of King Henry the Fourth,,"Pericles, Prince of Tyre"
,The Third part of King Henry the Sixth,,The Life of King Henry the Fifth
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
betwixt,Titus Andronicus,19,Titus Andronicus,12,1.00,0.63
,As You Like It,,The Life and Death of King John
,Cymbeline,,The Third part of King Henry the Sixth
,All's Well That Ends Well,,Antony and Cleopatra
,The Life and Death of Julius Caesar,,A Midsummer Night's Dream
,Much Ado About Nothing,,As You Like It
,King Lear,,Cymbeline
,The Life and Death of Richard the Third,,"Othello, the Moore of Venice"
,The First part of King Henry the Fourth,,All's Well That Ends Well
,The Life and Death of Richard the Second,,Much Ado About Nothing
,Titus Andronicus,,The Life and Death of Richard the Second
,The Life and Death of King John,,The First part of King Henry the Fourth
,"Othello, the Moore of Venice",,
,The Third part of King Henry the Sixth,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,Measure for Measure,,
,The First part of King Henry the Sixth,,
blest,As You Like It,33,As You Like It,20,1.00,0.61
,The Merry Wives of Windsor,,"The Tragedy of Hamlet, Prince of Denmark"
,Winter's Tale,,Troilus and Cressida
,As You Like It,,Venus and Adonis
,Cymbeline,,The Tempest
,"The Tragedy of Hamlet, Prince of Denmark",,The Life and Death of Julius Caesar
,Troilus and Cressida,,The Life and Death of Richard the Third
,All's Well That Ends Well,,Two Gentlemen of Verona
,Venus and Adonis,,The First part of King Henry the Fourth
,The Tempest,,The Life and Death of Richard the Second
,The Life and Death of Julius Caesar,,The Life and Death of King John
,King Lear,,A FUNERAL ELEGY.
,The Life and Death of Richard the Third,,Timon of Athens
,Twelfth Night,,Antony and Cleopatra
,Two Gentlemen of Verona,,"Pericles, Prince of Tyre"
,The First part of King Henry the Fourth,,Measure for Measure
,The Life and Death of Richard the Second,,All's Well That Ends Well
,Titus Andronicus,,The Third part of King Henry the Sixth
,The Life and Death of King John,,The Life of King Henry the Eighth
,"Othello, the Moore of Venice",,A Midsummer Night's Dream
,A FUNERAL ELEGY.,,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
brave,The Rape of Lucrece,33,The Rape of Lucrece,24,1.00,0.73
,Winter's Tale,,The Merchant of Venice
,As You Like It,,The Life of King Henry the Eighth
,Cymbeline,,Measure for Measure
,The Rape of Lucrece,,Much Ado About Nothing
,"The Tragedy of Hamlet, Prince of Denmark",,King Lear
,Troilus and Cressida,,Timon of Athens
,All's Well That Ends Well,,A Midsummer Night's Dream
,Loves Labours Lost,,Romeo and Juliet
,The Tempest,,The Life and Death of Richard the Second
,The Life and Death of Julius Caesar,,"Othello, the Moore of Venice"
,Much Ado About Nothing,,"The Tragedy of Hamlet, Prince of Denmark"
,King Lear,,Loves Labours Lost
,The Life and Death of Richard the Third,,The Tragedy of Macbeth
,The Tragedy of Macbeth,,Winter's Tale
,The First part of King Henry the Fourth,,Cymbeline
,The Life and Death of Richard the Second,,All's Well That Ends Well
,Titus Andronicus,,The Life and Death of Julius Caesar
,The Life and Death of King John,,The Life and Death of Richard the Third
,"Othello, the Moore of Venice",,The Second part of King Henry the Fourth
,The Tragedy of Coriolanus,,The First part of King Henry the Fourth
,The Second part of King Henry the Fourth,,As You Like It
,The Third part of King Henry the Sixth,,The Tragedy of Coriolanus
,Timon of Athens,,The Taming of the Shrew
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,A Midsummer Night's Dream,,
,Romeo and Juliet,,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
cast,The Merry Wives of Windsor,37,The Merry Wives of Windsor,26,1.00,0.70
