query,expected doc_ids,expected doc_num,returned doc_ids,returned doc_num,precision,recall
alas,"Othello, the Moore of Venice",38,"Othello, the Moore of Venice",16,1.00,0.42
,The Merry Wives of Windsor,,Troilus and Cressida
,Winter's Tale,,Twelfth Night
,As You Like It,,The Merry Wives of Windsor
,Cymbeline,,The Merchant of Venice
,The Rape of Lucrece,,The Life and Death of Richard the Third
,"The Tragedy of Hamlet, Prince of Denmark",,Winter's Tale
,Troilus and Cressida,,Romeo and Juliet
,All's Well That Ends Well,,The Tragedy of Macbeth
,Loves Labours Lost,,Titus Andronicus
,Venus and Adonis,,Much Ado About Nothing
,The Tempest,,The Second part of King Henry the Fourth
,The Life and Death of Julius Caesar,,The Third part of King Henry the Sixth
,Much Ado About Nothing,,Cymbeline
,King Lear,,The Life and Death of Julius Caesar
,The Life and Death of Richard the Third,,Measure for Measure
,Twelfth Night,,
,Two Gentlemen of Verona,,
,The Tragedy of Macbeth,,
,The First part of King Henry the Fourth,,
,The Life and Death of Richard the Second,,
,Titus Andronicus,,
,The Life and Death of King John,,
,"Othello, the Moore of Venice",,
,The Tragedy of Coriolanus,,
,The Second part of King Henry the Fourth,,
,The Third part of King Henry the Sixth,,
,Timon of Athens,,
,The Second part of King Henry the Sixth,,
,The Merchant of Venice,,
,The Life of King Henry the Eighth,,
,Antony and Cleopatra,,
,The Comedy of Errors,,
,Romeo and Juliet,,
,"Pericles, Prince of Tyre",,
,Measure for Measure,,
,The Taming of the Shrew,,
,The First part of King Henry the Sixth,,
art,The First part of King Henry the Fourth,41,The First part of King Henry the Fourth,40,1.00,0.98
,The Merry Wives of Windsor,,Romeo and Juliet
,Winter's Tale,,King Lear
,As You Like It,,Timon of Athens
,Cymbeline,,Cymbeline
,The Rape of Lucrece,,The Second part of King Henry the Fourth
,"The Tragedy of Hamlet, Prince of Denmark",,Measure for Measure
,Troilus and Cressida,,The Tempest
,All's Well That Ends Well,,The Second part of King Henry the Sixth
,A Lover's Complaint,,Troilus and Cressida
,Loves Labours Lost,,Winter's Tale
,Venus and Adonis,,The Life and Death of Richard the Second
,The Tempest,,The First part of King Henry the Sixth
,The Life and Death of Julius Caesar,,As You Like It
,Much Ado About Nothing,,Twelfth Night
,King Lear,,The Life and Death of King John
,The Life and Death of Richard the Third,,"Othello, the Moore of Venice"
,Twelfth Night,,The Comedy of Errors
,Two Gentlemen of Verona,,The Third part of King Henry the Sixth
,The Tragedy of Macbeth,,Titus Andronicus
,The First part of King Henry the Fourth,,The Life and Death of Julius Caesar
,The Life and Death of Richard the Second,,The Life and Death of Richard the Third
,Titus Andronicus,,Two Gentlemen of Verona
,The Life and Death of King John,,Loves Labours Lost
,"Othello, the Moore of Venice",,Antony and Cleopatra
,A FUNERAL ELEGY.,,All's Well That Ends Well
,The Tragedy of Coriolanus,,"Pericles, Prince of Tyre"
,The Second part of King Henry the Fourth,,A Midsummer Night's Dream
,The Third part of King Henry the Sixth,,"The Tragedy of Hamlet, Prince of Denmark"
,Timon of Athens,,The Tragedy of Macbeth
,The Second part of King Henry the Sixth,,The Merry Wives of Windsor
,The Merchant of Venice,,The Rape of Lucrece
,The Life of King Henry the Eighth,,The Tragedy of Coriolanus
,Antony and Cleopatra,,The Life of King Henry the Fifth
,A Midsummer Night's Dream,,The Taming of the Shrew
,The Comedy of Errors,,The Merchant of Venice
,Romeo and Juliet,,Venus and Adonis
,"Pericles, Prince of Tyre",,Much Ado About Nothing
,Measure for Measure,,The Life of King Henry the Eighth
,The Taming of the Shrew,,A Lover's Complaint
,The First part of King Henry the Sixth,,
aye,Troilus and Cressida,39,Troilus and Cressida,24,1.00,0.62
,The Merry Wives of Windsor,,Two Gentlemen of Verona
,Winter's Tale,,"Othello, the Moore of Venice"
,As You Like It,,The Third part of King Henry the Sixth
,Cymbeline,,The Taming of the Shrew
,The Rape of Lucrece,,Cymbeline
,"The Tragedy of Hamlet, Prince of Denmark",,"The Tragedy of Hamlet, Prince of Denmark"
,Troilus and Cressida,,A Midsummer Night's Dream
,All's Well That Ends Well,,Romeo and Juliet
,Loves Labours Lost,,Twelfth Night
,The Tempest,,The Second part of King Henry the Sixth
,The Life and Death of Julius Caesar,,The Merchant of Venice
,Much Ado About Nothing,,The Life of King Henry the Eighth
,King Lear,,King Lear
,The Life and Death of Richard the Third,,The Comedy of Errors
,Twelfth Night,,The Life and Death of Richard the Second
,Two Gentlemen of Verona,,The Tempest
